"covariate","coef_h10","se_h10","pval_h10","n_l_h10","n_r_h10","coef_h15","se_h15","pval_h15","n_l_h15","n_r_h15","coef_h20","se_h20","pval_h20","n_l_h20","n_r_h20","coef_h25","se_h25","pval_h25","n_l_h25","n_r_h25","coef_h30","se_h30","pval_h30","n_l_h30","n_r_h30","coef_h201.52_OPT","se_h201.52_OPT","pval_h201.52_OPT","n_l_h201.52_OPT","n_r_h201.52_OPT"
"km_ferrocarril_carga",-23.9659,50.0459,0.9143,9,10,-21.9228,40.9619,0.563,14,15,-17.4198,38.3025,0.4961,19,20,-12.0924,35.3143,0.4528,24,25,-6.7033,32.6425,0.433,29,30,-0.9349,21.4184,0.9398,51,202
"km_ferrocarril_pasajeros",1.0718,1.4635,0.2551,9,10,1.1674,1.3781,0.6996,14,15,1.1831,1.0022,0.2207,19,20,0.8787,1.2099,0.2339,24,25,1.046,1.3433,0.5885,29,30,1.7984,2.6985,0.777,51,202
"km_ferrocarril_carga_pasajeros",0,0,NA,9,10,0,0,NA,14,15,-0.6598,0.5854,0.3068,19,20,-0.5955,0.3056,0.4037,24,25,0.3754,1.2318,0.1561,29,30,0.5849,1.5442,0.4452,51,202
"km_ferrocarril_inactivo",-14.1587,17.8488,0.5472,9,10,-9.2249,16.5795,0.3602,14,15,-7.7584,14.5629,0.4167,19,20,-7.2525,12.6992,0.4378,24,25,-6.8121,11.1687,0.4168,29,30,2.1057,6.7228,0.3385,51,202
"km_ferromex",-26.1637,49.6417,0.8938,9,10,-29.4375,40.7662,0.6115,14,15,-26.4163,38.0868,0.4238,19,20,-23.9695,34.7456,0.3834,24,25,-15.829,32.1769,0.2418,29,30,-6.3818,21.7157,0.6227,51,202
"km_kcs_mexico",0.8433,1.8541,0.5761,9,10,2.9656,2.0175,0.5375,14,15,1.4741,2.3744,0.0931,19,20,5.5583,3.5905,0.4834,24,25,4.9164,3.1189,0.3352,29,30,0.2654,4.0467,0.0151,51,202
"km_ferrosur",0.4976,3.8078,0.3054,9,10,3.374,2.6099,0.6799,14,15,4.7661,2.1756,0.5842,19,20,4.3936,3.3952,0.2839,24,25,4.3387,4.2999,0.3427,29,30,2.393,2.7743,0.4042,51,202
"km_tren_maya",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0.4405,0.7507,0.2992,29,30,0.3929,1.541,0.8475,51,202
"km_istmo_tehuantepec",0,0,NA,9,10,0,0,NA,14,15,-0.6598,0.5854,0.3068,19,20,-0.5955,0.3056,0.4037,24,25,-0.2536,0.783,0.3168,29,30,1.8348,1.2625,0.4768,51,202
"km_coahuila_durango",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,1.935,1.2964,0.3183,51,202
"km_ferrorvalle",1.3159,1.6216,0.1489,9,10,1.5529,2.3263,0.9349,14,15,2.884,1.6296,0.9656,19,20,2.0368,2.4934,0.2371,24,25,0.6848,2.7282,0.1265,29,30,-1.2398,1.7492,0.7382,51,202
"km_tijuana_tecate",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,3.1779,3.9489,0.2602,51,202
"km_jalisco",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.1981,0.8561,0.314,51,202
"km_mexico_toluca",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0.1799,0.2927,0.2921,24,25,0.2718,0.1302,0.3536,29,30,-0.2857,0.2498,0.5396,51,202
"km_ferrocarril_suburbano",1.0718,1.4635,0.2551,9,10,1.1674,1.3781,0.6996,14,15,1.1831,1.0022,0.2207,19,20,0.6988,1.174,0.1364,24,25,0.3223,1.1104,0.1387,29,30,-0.0864,0.4721,0.7905,51,202
"km_puebla",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.271,0.2238,0.2799,51,202
"km_sin_concesion",-14.6176,17.809,0.52,9,10,-9.6026,16.5528,0.3447,14,15,-7.8861,14.5396,0.3883,19,20,-7.3641,12.6794,0.4234,24,25,-6.9858,11.1509,0.4078,29,30,1.0798,6.7011,0.266,51,202
"has_ferrocarril",-0.1273,1.2172,0.4956,9,10,-0.366,0.865,0.8377,14,15,-0.3654,0.6761,0.7773,19,20,-0.3293,0.564,0.5597,24,25,-0.2792,0.4838,0.4287,29,30,-0.1396,0.1993,0.5134,51,202
"has_ferrocarril_operacion",0.2273,1.0101,0.3153,9,10,-0.0634,0.7633,0.5691,14,15,0.0139,0.6309,0.9674,19,20,0.0906,0.5485,0.9189,24,25,0.1463,0.4885,0.9491,29,30,0.0999,0.2724,0.3228,51,202
"has_ferrocarril_carga",0.2273,1.0101,0.3153,9,10,-0.0634,0.7633,0.5691,14,15,0.0412,0.6312,0.9987,19,20,0.1152,0.5484,0.9342,24,25,0.144,0.4893,0.9611,29,30,0.0885,0.2757,0.4087,51,202
"has_ferrocarril_pasajeros",0.4545,0.6206,0.2551,9,10,0.3595,0.4958,0.3163,14,15,0.3018,0.4072,0.2538,19,20,0.2563,0.3521,0.2638,24,25,0.2583,0.309,0.3121,29,30,0.022,0.1001,0.1558,51,202
"has_ferrocarril_carga_pasajeros",0,0,NA,9,10,0,0,NA,14,15,-0.0273,0.0242,0.3068,19,20,-0.0246,0.0126,0.4037,24,25,0.0073,0.042,0.1565,29,30,0.0088,0.0482,0.3408,51,202
