"covariate","coef_h10","se_h10","pval_h10","n_l_h10","n_r_h10","coef_h15","se_h15","pval_h15","n_l_h15","n_r_h15","coef_h20","se_h20","pval_h20","n_l_h20","n_r_h20","coef_h25","se_h25","pval_h25","n_l_h25","n_r_h25","coef_h30","se_h30","pval_h30","n_l_h30","n_r_h30","coef_h174.11_OPT","se_h174.11_OPT","pval_h174.11_OPT","n_l_h174.11_OPT","n_r_h174.11_OPT"
"km_ferrocarril_carga",21.2671,36.6435,0.2777,9,10,8.7485,31.3957,0.487,14,15,3.1843,24.4862,0.4476,19,20,-4.6651,23.9165,0.4515,24,25,-13.3714,21.6991,0.456,29,30,-19.5214,14.736,0.0478,37,175
"km_ferrocarril_pasajeros",6.8167,8.4922,0.3308,9,10,5.845,6.9998,0.3523,14,15,4.728,5.6525,0.1783,19,20,3.7153,5.2584,0.1855,24,25,2.6768,4.6419,0.166,29,30,-0.013,3.3043,0.7493,37,175
"km_ferrocarril_carga_pasajeros",0,0,NA,9,10,1.715,2.2749,0.2728,14,15,1.3068,1.5161,0.3614,19,20,0.1851,2.5614,0.3118,24,25,-0.5941,2.2129,0.3105,29,30,-1.5573,0.8987,0.4662,37,175
"km_ferrocarril_inactivo",-0.4487,7.6315,0.4906,9,10,0.5101,7.2935,0.8395,14,15,2.5152,6.9546,0.7624,19,20,3.3507,6.5733,0.9921,24,25,4.0164,6.0913,0.8705,29,30,6.7103,4.0113,0.9633,37,175
"km_ferromex",-11.1669,25.0741,0.9152,9,10,2.3442,22.7513,0.1985,14,15,10.0387,18.2927,0.5353,19,20,6.1134,21.9061,0.7278,24,25,-1.5678,19.7295,0.4128,29,30,-11.1364,13.769,0.6373,37,175
"km_kcs_mexico",28.962,13.0113,0.1566,9,10,8.0006,13.9024,0.0036,14,15,-4.5887,8.7664,0.0016,19,20,-8.2065,7.4364,0.1371,24,25,-10.4804,7.9398,0.6745,29,30,-14.0113,9.8164,0.1699,37,175
"km_ferrosur",-5.7924,4.8956,0.1301,9,10,-3.8593,3.6472,0.053,14,15,-3.227,3.0706,0.1085,19,20,-3.4978,2.5214,0.1143,24,25,-2.6546,2.3756,0.0487,29,30,1.8213,2.2135,0.7548,37,175
"km_tren_maya",0,0,NA,9,10,0.9826,1.8802,0.2959,14,15,1.448,0.7411,0.5851,19,20,0.4934,2.1454,0.3156,24,25,-0.2711,2.1715,0.3113,29,30,-1.7582,0.8185,0.3028,37,175
"km_istmo_tehuantepec",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.8672,0.7923,0.5875,37,175
"km_coahuila_durango",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,1.211,0.4389,0.3191,37,175
"km_ferrorvalle",10.4617,24.1483,0.1851,9,10,4.5772,19.0565,0.3803,14,15,2.4445,16.0456,0.5392,19,20,1.0908,13.8897,0.6306,24,25,0.9688,12.2743,0.7699,29,30,-1.515,5.4947,0.3904,37,175
"km_tijuana_tecate",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,4.1109,5.1954,0.2703,37,175
"km_jalisco",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0.8307,0.917,0.3183,24,25,0.7847,0.3027,0.6709,29,30,-0.3202,1.4348,0.2766,37,175
"km_mexico_toluca",0.6568,1.1743,0.2633,9,10,0.3897,0.9749,0.3285,14,15,-0.1901,1.0216,0.3035,19,20,-0.4797,0.5813,0.3137,24,25,-0.6115,0.2207,0.4518,29,30,-0.7903,0.5974,0.3671,37,175
"km_ferrocarril_suburbano",6.1599,8.4106,0.2551,9,10,4.4416,6.678,0.257,14,15,3.4464,5.51,0.2662,19,20,2.8675,4.6825,0.2769,24,25,2.7855,4.0954,0.3414,29,30,0.8335,1.0677,0.1271,37,175
"km_puebla",0,0,NA,9,10,0,0,NA,14,15,0,0,NA,19,20,0,0,NA,24,25,0,0,NA,29,30,0.3126,0.1866,0.339,37,175
"km_sin_concesion",-1.6459,8.1077,0.4717,9,10,-0.0582,7.5515,0.6863,14,15,2.3624,7.1242,0.6442,19,20,3.3741,6.7024,0.9205,24,25,3.7742,6.1839,0.8647,29,30,5.9935,4.0095,0.9312,37,175
"has_ferrocarril",-0.3273,0.368,0.3382,9,10,-0.2353,0.3527,0.271,14,15,-0.0831,0.3196,0.2317,19,20,-0.105,0.2902,0.5598,24,25,-0.1532,0.2634,0.7157,29,30,-0.239,0.0989,0.0016,37,175
"has_ferrocarril_operacion",-0.4364,0.4696,0.6105,9,10,-0.4809,0.4145,0.3298,14,15,-0.4444,0.3737,0.2234,19,20,-0.5116,0.3409,0.2615,24,25,-0.5796,0.3149,0.22,29,30,-0.4049,0.1517,0,37,175
"has_ferrocarril_carga",-0.4364,0.4696,0.6105,9,10,-0.5095,0.418,0.4068,14,15,-0.4865,0.3743,0.2124,19,20,-0.526,0.3465,0.1988,24,25,-0.5717,0.3211,0.161,29,30,-0.3591,0.1532,0,37,175
"has_ferrocarril_pasajeros",0.5212,0.632,0.3646,9,10,0.4832,0.5074,0.2429,14,15,0.2882,0.4285,0.0994,19,20,0.1702,0.3695,0.1168,24,25,0.1032,0.3172,0.1713,29,30,-0.1126,0.1307,0.753,37,175
"has_ferrocarril_carga_pasajeros",0,0,NA,9,10,0.0484,0.0641,0.2728,14,15,0.0368,0.0427,0.3614,19,20,0.0052,0.0722,0.3118,24,25,-0.0167,0.0624,0.3105,29,30,-0.0452,0.0213,0.9653,37,175
